Wavelength[nm],T% in an f/6 beam
576.0 ,0.00009
576.1 ,0.00009
576.2 ,0.00011
576.3 ,0.00012
576.4 ,0.00013
576.5 ,0.00015
576.6 ,0.00018
576.7 ,0.00022
576.8 ,0.00027
576.9 ,0.00036
577.0 ,0.00053
577.1 ,0.00047
577.2 ,0.00042
577.3 ,0.00038
577.4 ,0.00035
577.5 ,0.00031
577.6 ,0.00028
577.7 ,0.00026
577.8 ,0.00023
577.9 ,0.00021
578.0 ,0.00019
578.1 ,0.00019
578.2 ,0.0002
578.3 ,0.0002
578.4 ,0.00021
578.5 ,0.00022
578.6 ,0.00023
578.7 ,0.00024
578.8 ,0.00026
578.9 ,0.00029
579.0 ,0.00032
579.1 ,0.00013
579.2 ,0.00008
579.3 ,0.00005
579.4 ,0.00004
579.5 ,0.00003
579.6 ,0.00003
579.7 ,0.00002
579.8 ,0.00002
579.9 ,0.00002
580.0 ,0.00001
580.1 ,0.00001
580.2 ,0.00002
580.3 ,0.00002
580.4 ,0.00002
580.5 ,0.00002
580.6 ,0.00002
580.7 ,0.00002
580.8 ,0.00002
580.9 ,0.00003
581.0 ,0.00003
581.1 ,0.00003
581.2 ,0.00003
581.3 ,0.00004
581.4 ,0.00004
581.5 ,0.00004
581.6 ,0.00004
581.7 ,0.00004
581.8 ,0.00004
581.9 ,0.00005
582.0 ,0.00005
582.1 ,0.00005
582.2 ,0.00005
582.3 ,0.00005
582.4 ,0.00005
582.5 ,0.00006
582.6 ,0.00006
582.7 ,0.00006
582.8 ,0.00006
582.9 ,0.00006
583.0 ,0.00007
583.1 ,0.00007
583.2 ,0.00008
583.3 ,0.00008
583.4 ,0.00009
583.5 ,0.0001
583.6 ,0.00011
583.7 ,0.00012
583.8 ,0.00013
583.9 ,0.00015
584.0 ,0.00017
584.1 ,0.00008
584.2 ,0.00006
584.3 ,0.00004
584.4 ,0.00003
584.5 ,0.00003
584.6 ,0.00003
584.7 ,0.00002
584.8 ,0.00002
584.9 ,0.00002
585.0 ,0.00002
585.1 ,0.00002
585.2 ,0.00002
585.3 ,0.00003
585.4 ,0.00003
585.5 ,0.00003
585.6 ,0.00004
585.7 ,0.00005
585.8 ,0.00006
585.9 ,0.00009
586.0 ,0.00013
586.1 ,0.00009
586.2 ,0.00007
586.3 ,0.00005
586.4 ,0.00005
586.5 ,0.00004
586.6 ,0.00004
586.7 ,0.00003
586.8 ,0.00003
586.9 ,0.00003
587.0 ,0.00003
587.1 ,0.00003
587.2 ,0.00004
587.3 ,0.00004
587.4 ,0.00005
587.5 ,0.00006
587.6 ,0.00007
587.7 ,0.00009
587.8 ,0.00012
587.9 ,0.00016
588.0 ,0.00027
588.1 ,0.00022
588.2 ,0.00018
588.3 ,0.00016
588.4 ,0.00014
588.5 ,0.00013
588.6 ,0.00012
588.7 ,0.00011
588.8 ,0.00011
588.9 ,0.0001
589.0 ,0.0001
589.1 ,0.0001
589.2 ,0.0001
589.3 ,0.0001
589.4 ,0.0001
589.5 ,0.0001
589.6 ,0.0001
589.7 ,0.0001
589.8 ,0.0001
589.9 ,0.0001
590.0 ,0.00011
590.1 ,0.00012
590.2 ,0.00013
590.3 ,0.00015
590.4 ,0.00017
590.5 ,0.0002
590.6 ,0.00023
590.7 ,0.00027
590.8 ,0.00032
590.9 ,0.0004
591.0 ,0.0005
591.1 ,0.00039
591.2 ,0.00033
591.3 ,0.00029
591.4 ,0.00026
591.5 ,0.00024
591.6 ,0.00023
591.7 ,0.00021
591.8 ,0.00021
591.9 ,0.0002
592.0 ,0.00019
592.1 ,0.00022
592.2 ,0.00025
592.3 ,0.00028
592.4 ,0.00032
592.5 ,0.00036
592.6 ,0.0004
592.7 ,0.00046
592.8 ,0.00051
592.9 ,0.00057
593.0 ,0.00064
593.1 ,0.00055
593.2 ,0.00048
593.3 ,0.00043
593.4 ,0.00039
593.5 ,0.00035
593.6 ,0.00032
593.7 ,0.00029
593.8 ,0.00027
593.9 ,0.00025
594.0 ,0.00023
594.1 ,0.00023
594.2 ,0.00023
594.3 ,0.00023
594.4 ,0.00023
594.5 ,0.00023
594.6 ,0.00023
594.7 ,0.00023
594.8 ,0.00024
594.9 ,0.00024
595.0 ,0.00024
595.1 ,0.00022
595.2 ,0.00021
595.3 ,0.00019
595.4 ,0.00018
595.5 ,0.00017
595.6 ,0.00016
595.7 ,0.00014
595.8 ,0.00014
595.9 ,0.00013
596.0 ,0.00012
596.1 ,0.00011
596.2 ,0.0001
596.3 ,0.00009
596.4 ,0.00009
596.5 ,0.00008
596.6 ,0.00007
596.7 ,0.00007
596.8 ,0.00006
596.9 ,0.00006
597.0 ,0.00005
597.1 ,0.00005
597.2 ,0.00005
597.3 ,0.00005
597.4 ,0.00005
597.5 ,0.00006
597.6 ,0.00006
597.7 ,0.00006
597.8 ,0.00007
597.9 ,0.00007
598.0 ,0.00008
598.1 ,0.00007
598.2 ,0.00006
598.3 ,0.00005
598.4 ,0.00004
598.5 ,0.00003
598.6 ,0.00003
598.7 ,0.00003
598.8 ,0.00002
598.9 ,0.00002
599.0 ,0.00002
599.1 ,0.00002
599.2 ,0.00002
599.3 ,0.00002
599.4 ,0.00002
599.5 ,0.00002
599.6 ,0.00002
599.7 ,0.00003
599.8 ,0.00003
599.9 ,0.00004
600.0 ,0.00005
600.1 ,0.00004
600.2 ,0.00003
600.3 ,0.00002
600.4 ,0.00002
600.5 ,0.00001
600.6 ,0.00001
600.7 ,0.00001
600.8 ,0.00001
600.9 ,0.00001
601.0 ,0.00001
601.1 ,0.00001
601.2 ,0.00001
601.3 ,0.00001
601.4 ,0.00001
601.5 ,0.00001
601.6 ,0.00001
601.7 ,0.00001
601.8 ,0.00001
601.9 ,0.00001
602.0 ,0.00001
602.1 ,0.00001
602.2 ,0.00001
602.3 ,0.00001
602.4 ,0.00002
602.5 ,0.00002
602.6 ,0.00002
602.7 ,0.00002
602.8 ,0.00002
602.9 ,0.00003
603.0 ,0.00003
603.1 ,0.00003
603.2 ,0.00002
603.3 ,0.00002
603.4 ,0.00002
603.5 ,0.00002
603.6 ,0.00002
603.7 ,0.00002
603.8 ,0.00002
603.9 ,0.00002
604.0 ,0.00002
604.1 ,0.00002
604.2 ,0.00002
604.3 ,0.00002
604.4 ,0.00002
604.5 ,0.00002
604.6 ,0.00003
604.7 ,0.00003
604.8 ,0.00003
604.9 ,0.00004
605.0 ,0.00004
605.1 ,0.00004
605.2 ,0.00003
605.3 ,0.00003
605.4 ,0.00002
605.5 ,0.00002
605.6 ,0.00002
605.7 ,0.00002
605.8 ,0.00002
605.9 ,0.00002
606.0 ,0.00002
606.1 ,0.00002
606.2 ,0.00002
606.3 ,0.00002
606.4 ,0.00002
606.5 ,0.00003
606.6 ,0.00003
606.7 ,0.00003
606.8 ,0.00004
606.9 ,0.00004
607.0 ,0.00005
607.1 ,0.00005
607.2 ,0.00005
607.3 ,0.00005
607.4 ,0.00005
607.5 ,0.00005
607.6 ,0.00005
607.7 ,0.00005
607.8 ,0.00005
607.9 ,0.00004
608.0 ,0.00004
608.1 ,0.00004
608.2 ,0.00004
608.3 ,0.00004
608.4 ,0.00004
608.5 ,0.00004
608.6 ,0.00004
608.7 ,0.00004
608.8 ,0.00004
608.9 ,0.00004
609.0 ,0.00004
609.1 ,0.00004
609.2 ,0.00004
609.3 ,0.00004
609.4 ,0.00004
609.5 ,0.00004
609.6 ,0.00004
609.7 ,0.00004
609.8 ,0.00004
609.9 ,0.00004
610.0 ,0.00004
610.1 ,0.00003
610.2 ,0.00003
610.3 ,0.00003
610.4 ,0.00003
610.5 ,0.00003
610.6 ,0.00003
610.7 ,0.00003
610.8 ,0.00003
610.9 ,0.00003
611.0 ,0.00003
611.1 ,0.00003
611.2 ,0.00002
611.3 ,0.00002
611.4 ,0.00002
611.5 ,0.00002
611.6 ,0.00002
611.7 ,0.00002
611.8 ,0.00002
611.9 ,0.00002
612.0 ,0.00002
612.1 ,0.00002
612.2 ,0.00002
612.3 ,0.00002
612.4 ,0.00002
612.5 ,0.00002
612.6 ,0.00002
612.7 ,0.00002
612.8 ,0.00002
612.9 ,0.00002
613.0 ,0.00002
613.1 ,0.00002
613.2 ,0.00002
613.3 ,0.00002
613.4 ,0.00002
613.5 ,0.00001
613.6 ,0.00001
613.7 ,0.00001
613.8 ,0.00001
613.9 ,0.00001
614.0 ,0.00001
614.1 ,0.00001
614.2 ,0.00001
614.3 ,0.00001
614.4 ,0.00001
614.5 ,0.00001
614.6 ,0.00001
614.7 ,0.00001
614.8 ,0.00001
614.9 ,0.00001
615.0 ,0.00001
615.1 ,0.00001
615.2 ,0.00001
615.3 ,0.00001
615.4 ,0.00001
615.5 ,0.00001
615.6 ,0.00001
615.7 ,0.00001
615.8 ,0.00001
615.9 ,0.00001
616.0 ,0.00001
616.1 ,0.00001
616.2 ,0.00001
616.3 ,0.00001
616.4 ,0.00001
616.5 ,0.00001
616.6 ,0.00001
616.7 ,0.00001
616.8 ,0.00001
616.9 ,0.00001
617.0 ,0.00001
617.1 ,0.00001
617.2 ,0.00001
617.3 ,0.00001
617.4 ,0.00001
617.5 ,0.00001
617.6 ,0.00001
617.7 ,0.00001
617.8 ,0.00001
617.9 ,0.00001
618.0 ,0.00001
618.1 ,0.00001
618.2 ,0.00001
618.3 ,0.00001
618.4 ,0.00001
618.5 ,0.00001
618.6 ,0.00001
618.7 ,0.00001
618.8 ,0.00001
618.9 ,0.00001
619.0 ,0.00001
619.1 ,0.00001
619.2 ,0.00001
619.3 ,0.00001
619.4 ,0.00001
619.5 ,0.00001
619.6 ,0.00001
619.7 ,0.00001
619.8 ,0.00001
619.9 ,0.00001
620.0 ,0.00001
620.1 ,0.00001
620.2 ,0.00001
620.3 ,0.00001
620.4 ,0.00001
620.5 ,0.00001
620.6 ,0.00001
620.7 ,0.00001
620.8 ,0.00001
620.9 ,0.00001
621.0 ,0.00001
621.1 ,0.00001
621.2 ,0.00001
621.3 ,0.00001
621.4 ,0.00001
621.5 ,0.00001
621.6 ,0.00001
621.7 ,0.00001
621.8 ,0.00001
621.9 ,0.00001
622.0 ,0.00001
622.1 ,0.00001
622.2 ,0.00001
622.3 ,0.00001
622.4 ,0.00001
622.5 ,0.00001
622.6 ,0.00001
622.7 ,0.00001
622.8 ,0.00001
622.9 ,0.00001
623.0 ,0.00001
623.1 ,0.00001
623.2 ,0.00001
623.3 ,0.00001
623.4 ,0.00001
623.5 ,0.00001
623.6 ,0.00002
623.7 ,0.00002
623.8 ,0.00002
623.9 ,0.00002
624.0 ,0.00002
624.1 ,0.00002
624.2 ,0.00002
624.3 ,0.00002
624.4 ,0.00002
624.5 ,0.00002
624.6 ,0.00002
624.7 ,0.00002
624.8 ,0.00002
624.9 ,0.00002
625.0 ,0.00002
625.1 ,0.00002
625.2 ,0.00002
625.3 ,0.00002
625.4 ,0.00002
625.5 ,0.00002
625.6 ,0.00002
625.7 ,0.00003
625.8 ,0.00003
625.9 ,0.00003
626.0 ,0.00003
626.1 ,0.00003
626.2 ,0.00003
626.3 ,0.00003
626.4 ,0.00003
626.5 ,0.00003
626.6 ,0.00003
626.7 ,0.00003
626.8 ,0.00003
626.9 ,0.00004
627.0 ,0.00004
627.1 ,0.00004
627.2 ,0.00004
627.3 ,0.00004
627.4 ,0.00004
627.5 ,0.00004
627.6 ,0.00004
627.7 ,0.00005
627.8 ,0.00005
627.9 ,0.00005
628.0 ,0.00005
628.1 ,0.00005
628.2 ,0.00005
628.3 ,0.00005
628.4 ,0.00005
628.5 ,0.00006
628.6 ,0.00006
628.7 ,0.00006
628.8 ,0.00006
628.9 ,0.00006
629.0 ,0.00006
629.1 ,0.00006
629.2 ,0.00006
629.3 ,0.00007
629.4 ,0.00007
629.5 ,0.00007
629.6 ,0.00007
629.7 ,0.00007
629.8 ,0.00007
629.9 ,0.00007
630.0 ,0.00007
630.1 ,0.00007
630.2 ,0.00007
630.3 ,0.00007
630.4 ,0.00008
630.5 ,0.00008
630.6 ,0.00008
630.7 ,0.00008
630.8 ,0.00008
630.9 ,0.00008
631.0 ,0.00008
631.1 ,0.00008
631.2 ,0.00008
631.3 ,0.00008
631.4 ,0.00008
631.5 ,0.00008
631.6 ,0.00008
631.7 ,0.00008
631.8 ,0.00008
631.9 ,0.00008
632.0 ,0.00008
632.1 ,0.00008
632.2 ,0.00008
632.3 ,0.00008
632.4 ,0.00008
632.5 ,0.00008
632.6 ,0.00007
632.7 ,0.00007
632.8 ,0.00007
632.9 ,0.00007
633.0 ,0.00007
633.1 ,0.00007
633.2 ,0.00007
633.3 ,0.00007
633.4 ,0.00007
633.5 ,0.00007
633.6 ,0.00007
633.7 ,0.00007
633.8 ,0.00007
633.9 ,0.00007
634.0 ,0.00007
634.1 ,0.00007
634.2 ,0.00007
634.3 ,0.00007
634.4 ,0.00007
634.5 ,0.00007
634.6 ,0.00007
634.7 ,0.00007
634.8 ,0.00007
634.9 ,0.00007
635.0 ,0.00007
635.1 ,0.00007
635.2 ,0.00007
635.3 ,0.00007
635.4 ,0.00007
635.5 ,0.00007
635.6 ,0.00007
635.7 ,0.00007
635.8 ,0.00007
635.9 ,0.00007
636.0 ,0.00007
636.1 ,0.00007
636.2 ,0.00008
636.3 ,0.00008
636.4 ,0.00008
636.5 ,0.00008
636.6 ,0.00008
636.7 ,0.00008
636.8 ,0.00008
636.9 ,0.00008
637.0 ,0.00008
637.1 ,0.00008
637.2 ,0.00008
637.3 ,0.00008
637.4 ,0.00008
637.5 ,0.00008
637.6 ,0.00008
637.7 ,0.00008
637.8 ,0.00009
637.9 ,0.00009
638.0 ,0.00009
638.1 ,0.00009
638.2 ,0.00009
638.3 ,0.00009
638.4 ,0.00009
638.5 ,0.00009
638.6 ,0.00009
638.7 ,0.0001
638.8 ,0.0001
638.9 ,0.0001
639.0 ,0.0001
639.1 ,0.0001
639.2 ,0.0001
639.3 ,0.0001
639.4 ,0.00011
639.5 ,0.00011
639.6 ,0.00011
639.7 ,0.00011
639.8 ,0.00011
639.9 ,0.00011
640.0 ,0.00011
640.1 ,0.00012
640.2 ,0.00012
640.3 ,0.00012
640.4 ,0.00012
640.5 ,0.00012
640.6 ,0.00013
640.7 ,0.00013
640.8 ,0.00013
640.9 ,0.00013
641.0 ,0.00013
641.1 ,0.00014
641.2 ,0.00014
641.3 ,0.00014
641.4 ,0.00014
641.5 ,0.00014
641.6 ,0.00015
641.7 ,0.00015
641.8 ,0.00015
641.9 ,0.00015
642.0 ,0.00015
642.1 ,0.00016
642.2 ,0.00016
642.3 ,0.00016
642.4 ,0.00016
642.5 ,0.00017
642.6 ,0.00017
642.7 ,0.00017
642.8 ,0.00017
642.9 ,0.00017
643.0 ,0.00018
643.1 ,0.00018
643.2 ,0.00018
643.3 ,0.00018
643.4 ,0.00019
643.5 ,0.00019
643.6 ,0.00019
643.7 ,0.00019
643.8 ,0.0002
643.9 ,0.0002
644.0 ,0.0002
644.1 ,0.0002
644.2 ,0.0002
644.3 ,0.00021
644.4 ,0.00021
644.5 ,0.00021
644.6 ,0.00021
644.7 ,0.00022
644.8 ,0.00022
644.9 ,0.00022
645.0 ,0.00022
645.1 ,0.00023
645.2 ,0.00023
645.3 ,0.00023
645.4 ,0.00024
645.5 ,0.00024
645.6 ,0.00024
645.7 ,0.00024
645.8 ,0.00025
645.9 ,0.00025
646.0 ,0.00025
646.1 ,0.00026
646.2 ,0.00026
646.3 ,0.00026
646.4 ,0.00026
646.5 ,0.00027
646.6 ,0.00027
646.7 ,0.00028
646.8 ,0.00028
646.9 ,0.00028
647.0 ,0.00029
647.1 ,0.00029
647.2 ,0.0003
647.3 ,0.0003
647.4 ,0.0003
647.5 ,0.00031
647.6 ,0.00031
647.7 ,0.00032
647.8 ,0.00032
647.9 ,0.00033
648.0 ,0.00033
648.1 ,0.00034
648.2 ,0.00034
648.3 ,0.00035
648.4 ,0.00035
648.5 ,0.00036
648.6 ,0.00037
648.7 ,0.00037
648.8 ,0.00038
648.9 ,0.00038
649.0 ,0.00039
649.1 ,0.0004
649.2 ,0.0004
649.3 ,0.00041
649.4 ,0.00041
649.5 ,0.00042
649.6 ,0.00043
649.7 ,0.00043
649.8 ,0.00044
649.9 ,0.00045
650.0 ,0.00045
650.1 ,0.00046
650.2 ,0.00047
650.3 ,0.00047
650.4 ,0.00048
650.5 ,0.00048
650.6 ,0.00049
650.7 ,0.00049
650.8 ,0.0005
650.9 ,0.0005
651.0 ,0.00051
651.1 ,0.00051
651.2 ,0.00051
651.3 ,0.00052
651.4 ,0.00052
651.5 ,0.00052
651.6 ,0.00052
651.7 ,0.00053
651.8 ,0.00053
651.9 ,0.00053
652.0 ,0.00053
652.1 ,0.00053
652.2 ,0.00052
652.3 ,0.00052
652.4 ,0.00052
652.5 ,0.00052
652.6 ,0.00051
652.7 ,0.00051
652.8 ,0.0005
652.9 ,0.0005
653.0 ,0.00049
653.1 ,0.00049
653.2 ,0.00048
653.3 ,0.00048
653.4 ,0.00047
653.5 ,0.00047
653.6 ,0.00046
653.7 ,0.00045
653.8 ,0.00045
653.9 ,0.00044
654.0 ,0.00043
654.1 ,0.00042
654.2 ,0.00042
654.3 ,0.00041
654.4 ,0.0004
654.5 ,0.00039
654.6 ,0.00038
654.7 ,0.00038
654.8 ,0.00037
654.9 ,0.00036
655.0 ,0.00035
655.1 ,0.00035
655.2 ,0.00034
655.3 ,0.00033
655.4 ,0.00033
655.5 ,0.00032
655.6 ,0.00031
655.7 ,0.00031
655.8 ,0.0003
655.9 ,0.00029
656.0 ,0.00029
656.1 ,0.00028
656.2 ,0.00028
656.3 ,0.00027
656.4 ,0.00027
656.5 ,0.00026
656.6 ,0.00026
656.7 ,0.00025
656.8 ,0.00025
656.9 ,0.00024
657.0 ,0.00024
657.1 ,0.00023
657.2 ,0.00023
657.3 ,0.00022
657.4 ,0.00022
657.5 ,0.00021
657.6 ,0.00021
657.7 ,0.00021
657.8 ,0.0002
657.9 ,0.0002
658.0 ,0.0002
658.1 ,0.00019
658.2 ,0.00019
658.3 ,0.00019
658.4 ,0.00019
658.5 ,0.00018
658.6 ,0.00018
658.7 ,0.00018
658.8 ,0.00018
658.9 ,0.00018
659.0 ,0.00018
659.1 ,0.00018
659.2 ,0.00017
659.3 ,0.00017
659.4 ,0.00017
659.5 ,0.00017
659.6 ,0.00017
659.7 ,0.00017
659.8 ,0.00017
659.9 ,0.00016
660.0 ,0.00016
660.1 ,0.00016
660.2 ,0.00016
660.3 ,0.00016
660.4 ,0.00016
660.5 ,0.00016
660.6 ,0.00016
660.7 ,0.00016
660.8 ,0.00016
660.9 ,0.00016
661.0 ,0.00016
661.1 ,0.00016
661.2 ,0.00016
661.3 ,0.00016
661.4 ,0.00016
661.5 ,0.00016
661.6 ,0.00017
661.7 ,0.00017
661.8 ,0.00017
661.9 ,0.00017
662.0 ,0.00017
662.1 ,0.00017
662.2 ,0.00018
662.3 ,0.00018
662.4 ,0.00018
662.5 ,0.00018
662.6 ,0.00018
662.7 ,0.00018
662.8 ,0.00019
662.9 ,0.00019
663.0 ,0.00019
663.1 ,0.00019
663.2 ,0.00019
663.3 ,0.0002
663.4 ,0.0002
663.5 ,0.0002
663.6 ,0.0002
663.7 ,0.00021
663.8 ,0.00021
663.9 ,0.00021
664.0 ,0.00021
664.1 ,0.00022
664.2 ,0.00022
664.3 ,0.00023
664.4 ,0.00023
664.5 ,0.00023
664.6 ,0.00024
664.7 ,0.00024
664.8 ,0.00024
664.9 ,0.00025
665.0 ,0.00025
665.1 ,0.00026
665.2 ,0.00026
665.3 ,0.00026
665.4 ,0.00027
665.5 ,0.00027
665.6 ,0.00027
665.7 ,0.00028
665.8 ,0.00028
665.9 ,0.00028
666.0 ,0.00029
666.1 ,0.00029
666.2 ,0.00029
666.3 ,0.00029
666.4 ,0.0003
666.5 ,0.0003
666.6 ,0.0003
666.7 ,0.00031
666.8 ,0.00031
666.9 ,0.00031
667.0 ,0.00031
667.1 ,0.00032
667.2 ,0.00032
667.3 ,0.00033
667.4 ,0.00033
667.5 ,0.00033
667.6 ,0.00034
667.7 ,0.00034
667.8 ,0.00035
667.9 ,0.00035
668.0 ,0.00035
668.1 ,0.00036
668.2 ,0.00036
668.3 ,0.00036
668.4 ,0.00037
668.5 ,0.00037
668.6 ,0.00037
668.7 ,0.00038
668.8 ,0.00038
668.9 ,0.00039
669.0 ,0.00039
669.1 ,0.00039
669.2 ,0.0004
669.3 ,0.0004
669.4 ,0.0004
669.5 ,0.0004
669.6 ,0.00041
669.7 ,0.00041
669.8 ,0.00041
669.9 ,0.00042
670.0 ,0.00042
670.1 ,0.00042
670.2 ,0.00042
670.3 ,0.00043
670.4 ,0.00043
670.5 ,0.00043
670.6 ,0.00043
670.7 ,0.00043
670.8 ,0.00044
670.9 ,0.00044
671.0 ,0.00044
671.1 ,0.00044
671.2 ,0.00044
671.3 ,0.00044
671.4 ,0.00045
671.5 ,0.00045
671.6 ,0.00045
671.7 ,0.00045
671.8 ,0.00045
671.9 ,0.00045
672.0 ,0.00045
672.1 ,0.00045
672.2 ,0.00045
672.3 ,0.00045
672.4 ,0.00045
672.5 ,0.00045
672.6 ,0.00045
672.7 ,0.00045
672.8 ,0.00045
672.9 ,0.00045
673.0 ,0.00045
673.1 ,0.00044
673.2 ,0.00044
673.3 ,0.00044
673.4 ,0.00044
673.5 ,0.00044
673.6 ,0.00044
673.7 ,0.00044
673.8 ,0.00044
673.9 ,0.00044
674.0 ,0.00044
674.1 ,0.00044
674.2 ,0.00044
674.3 ,0.00045
674.4 ,0.00045
674.5 ,0.00045
674.6 ,0.00045
674.7 ,0.00045
674.8 ,0.00046
674.9 ,0.00046
675.0 ,0.00046
675.1 ,0.00046
675.2 ,0.00047
675.3 ,0.00047
675.4 ,0.00048
675.5 ,0.00048
675.6 ,0.00049
675.7 ,0.00049
675.8 ,0.0005
675.9 ,0.00051
676.0 ,0.00052
676.1 ,0.00052
676.2 ,0.00053
676.3 ,0.00054
676.4 ,0.00055
676.5 ,0.00056
676.6 ,0.00057
676.7 ,0.00059
676.8 ,0.0006
676.9 ,0.00061
677.0 ,0.00062
677.1 ,0.00064
677.2 ,0.00065
677.3 ,0.00067
677.4 ,0.00068
677.5 ,0.0007
677.6 ,0.00071
677.7 ,0.00073
677.8 ,0.00075
677.9 ,0.00077
678.0 ,0.00078
678.1 ,0.0008
678.2 ,0.00082
678.3 ,0.00084
678.4 ,0.00086
678.5 ,0.00088
678.6 ,0.0009
678.7 ,0.00092
678.8 ,0.00094
678.9 ,0.00096
679.0 ,0.00098
679.1 ,0.001
679.2 ,0.00101
679.3 ,0.00103
679.4 ,0.00105
679.5 ,0.00106
679.6 ,0.00108
679.7 ,0.00109
679.8 ,0.00111
679.9 ,0.00112
680.0 ,0.00113
680.1 ,0.00114
680.2 ,0.00114
680.3 ,0.00115
680.4 ,0.00115
680.5 ,0.00116
680.6 ,0.00116
680.7 ,0.00116
680.8 ,0.00115
680.9 ,0.00115
681.0 ,0.00115
681.1 ,0.00114
681.2 ,0.00113
681.3 ,0.00112
681.4 ,0.00111
681.5 ,0.00109
681.6 ,0.00108
681.7 ,0.00106
681.8 ,0.00104
681.9 ,0.00103
682.0 ,0.00101
682.1 ,0.00098
682.2 ,0.00096
682.3 ,0.00094
682.4 ,0.00092
682.5 ,0.00089
682.6 ,0.00087
682.7 ,0.00084
682.8 ,0.00082
682.9 ,0.00079
683.0 ,0.00077
683.1 ,0.00074
683.2 ,0.00072
683.3 ,0.0007
683.4 ,0.00067
683.5 ,0.00065
683.6 ,0.00062
683.7 ,0.0006
683.8 ,0.00058
683.9 ,0.00056
684.0 ,0.00054
684.1 ,0.00052
684.2 ,0.0005
684.3 ,0.00048
684.4 ,0.00046
684.5 ,0.00044
684.6 ,0.00043
684.7 ,0.00041
684.8 ,0.00039
684.9 ,0.00038
685.0 ,0.00037
685.1 ,0.00035
685.2 ,0.00034
685.3 ,0.00033
685.4 ,0.00032
685.5 ,0.00031
685.6 ,0.00029
685.7 ,0.00029
685.8 ,0.00028
685.9 ,0.00027
686.0 ,0.00026
686.1 ,0.00025
686.2 ,0.00024
686.3 ,0.00024
686.4 ,0.00023
686.5 ,0.00022
686.6 ,0.00022
686.7 ,0.00021
686.8 ,0.00021
686.9 ,0.0002
687.0 ,0.0002
687.1 ,0.00019
687.2 ,0.00019
687.3 ,0.00019
687.4 ,0.00018
687.5 ,0.00018
687.6 ,0.00018
687.7 ,0.00017
687.8 ,0.00017
687.9 ,0.00017
688.0 ,0.00017
688.1 ,0.00016
688.2 ,0.00016
688.3 ,0.00016
688.4 ,0.00016
688.5 ,0.00016
688.6 ,0.00016
688.7 ,0.00016
688.8 ,0.00016
688.9 ,0.00015
689.0 ,0.00015
689.1 ,0.00015
689.2 ,0.00015
689.3 ,0.00015
689.4 ,0.00015
689.5 ,0.00015
689.6 ,0.00015
689.7 ,0.00015
689.8 ,0.00016
689.9 ,0.00016
690.0 ,0.00016
690.1 ,0.00016
690.2 ,0.00016
690.3 ,0.00016
690.4 ,0.00016
690.5 ,0.00016
690.6 ,0.00017
690.7 ,0.00017
690.8 ,0.00017
690.9 ,0.00017
691.0 ,0.00018
691.1 ,0.00018
691.2 ,0.00018
691.3 ,0.00019
691.4 ,0.00019
691.5 ,0.00019
691.6 ,0.0002
691.7 ,0.0002
691.8 ,0.00021
691.9 ,0.00021
692.0 ,0.00022
692.1 ,0.00022
692.2 ,0.00023
692.3 ,0.00023
692.4 ,0.00024
692.5 ,0.00024
692.6 ,0.00025
692.7 ,0.00026
692.8 ,0.00026
692.9 ,0.00027
693.0 ,0.00028
693.1 ,0.00029
693.2 ,0.0003
693.3 ,0.00031
693.4 ,0.00032
693.5 ,0.00033
693.6 ,0.00034
693.7 ,0.00035
693.8 ,0.00036
693.9 ,0.00037
694.0 ,0.00038
694.1 ,0.00039
694.2 ,0.0004
694.3 ,0.00042
694.4 ,0.00043
694.5 ,0.00044
694.6 ,0.00045
694.7 ,0.00047
694.8 ,0.00048
694.9 ,0.00049
695.0 ,0.00051
695.1 ,0.00052
695.2 ,0.00053
695.3 ,0.00054
695.4 ,0.00055
695.5 ,0.00056
695.6 ,0.00057
695.7 ,0.00058
695.8 ,0.00059
695.9 ,0.0006
696.0 ,0.00061
696.1 ,0.00061
696.2 ,0.00062
696.3 ,0.00062
696.4 ,0.00062
696.5 ,0.00062
696.6 ,0.00062
696.7 ,0.00062
696.8 ,0.00062
696.9 ,0.00062
697.0 ,0.00061
697.1 ,0.00061
697.2 ,0.0006
697.3 ,0.00059
697.4 ,0.00059
697.5 ,0.00058
697.6 ,0.00057
697.7 ,0.00056
697.8 ,0.00055
697.9 ,0.00054
698.0 ,0.00052
698.1 ,0.00051
698.2 ,0.0005
698.3 ,0.00049
698.4 ,0.00048
698.5 ,0.00047
698.6 ,0.00045
698.7 ,0.00044
698.8 ,0.00043
698.9 ,0.00042
699.0 ,0.00041
699.1 ,0.0004
699.2 ,0.00039
699.3 ,0.00038
699.4 ,0.00037
699.5 ,0.00036
699.6 ,0.00035
699.7 ,0.00034
699.8 ,0.00034
699.9 ,0.00033
700.0 ,0.00032
700.1 ,0.00031
700.2 ,0.00031
700.3 ,0.0003
700.4 ,0.00029
700.5 ,0.00029
700.6 ,0.00028
700.7 ,0.00028
700.8 ,0.00027
700.9 ,0.00027
701.0 ,0.00026
701.1 ,0.00026
701.2 ,0.00025
701.3 ,0.00025
701.4 ,0.00025
701.5 ,0.00024
701.6 ,0.00024
701.7 ,0.00024
701.8 ,0.00024
701.9 ,0.00023
702.0 ,0.00023
702.1 ,0.00023
702.2 ,0.00023
702.3 ,0.00023
702.4 ,0.00022
702.5 ,0.00022
702.6 ,0.00022
702.7 ,0.00022
702.8 ,0.00022
702.9 ,0.00022
703.0 ,0.00022
